date,moex_is_fresh,cbr_rate,cbr_age_days,cbr_is_fresh,nbk_rate,nbk_age_days,nbk_is_fresh,weekday,week_of_month,month,is_month_end,is_ru_weekend,is_kz_weekend,is_ru_holiday,is_kz_holiday,days_since_ru_holiday,days_to_ru_holiday,days_since_kz_holiday,days_to_kz_holiday
2025-04-20,0,0.155079,1,0,0.1564945226917058,0,1,6,3,4,0,1,1,0,0,30,11,27,11
2025-04-21,1,0.155079,2,0,0.1564945226917058,0,1,0,3,4,0,0,0,0,0,30,10,28,10
2025-04-22,1,0.154742,0,1,0.15552099533437014,0,1,1,4,4,0,0,0,0,0,30,9,29,9
2025-04-23,1,0.156198,0,1,0.15698587127158556,0,1,2,4,4,0,0,0,0,0,30,8,30,8
2025-04-24,1,0.15898199999999998,0,1,0.1594896331738437,0,1,3,4,4,0,0,0,0,0,30,7,30,7
2025-04-25,1,0.159849,0,1,0.16051364365971107,0,1,4,4,4,0,0,0,0,0,30,6,30,6
2025-04-26,0,0.159825,0,1,0.16025641025641024,0,1,5,4,4,0,1,1,0,0,30,5,30,5
2025-04-27,0,0.159825,1,0,0.16025641025641024,0,1,6,4,4,0,1,1,0,0,30,4,30,4
2025-04-28,1,0.159825,2,0,0.16025641025641024,0,1,0,4,4,1,0,0,0,0,30,3,30,3
2025-04-29,1,0.160276,0,1,0.16025641025641024,0,1,1,5,4,1,0,0,0,0,30,2,30,2
2025-04-30,1,0.158779,0,1,0.1589825119236884,0,1,2,5,4,1,0,0,0,0,30,1,30,1
2025-05-01,0,0.15906700000000001,0,1,0.1584786053882726,0,1,3,1,5,0,0,0,1,1,0,0,0,0
2025-05-02,1,0.15906700000000001,1,0,0.1584786053882726,0,1,4,1,5,0,0,0,0,0,1,7,1,5
2025-05-03,0,0.15906700000000001,2,0,0.16,0,1,5,1,5,0,1,1,0,0,2,6,2,4
2025-05-04,0,0.15906700000000001,3,0,0.16,0,1,6,1,5,0,1,1,0,0,3,5,3,3
2025-05-05,1,0.15906700000000001,4,0,0.16,0,1,0,1,5,0,0,0,0,0,4,4,4,2
2025-05-06,1,0.158698,0,1,0.1564945226917058,0,1,1,1,5,0,0,0,0,0,5,3,5,1
2025-05-07,1,0.156142,0,1,0.15748031496062992,0,1,2,1,5,0,0,0,0,1,6,2,0,0
2025-05-08,1,0.157165,0,1,0.15748031496062992,0,1,3,2,5,0,0,0,0,0,7,1,1,1
2025-05-09,0,0.157165,1,0,0.1597444089456869,0,1,4,2,5,0,0,0,1,1,0,0,0,0
2025-05-10,0,0.157165,2,0,0.1597444089456869,0,1,5,2,5,0,1,1,0,0,1,30,1,30
2025-05-11,0,0.157165,3,0,0.1597444089456869,0,1,6,2,5,0,1,1,0,0,2,30,2,30
2025-05-12,1,0.157165,4,0,0.1597444089456869,0,1,0,2,5,0,0,0,0,0,3,30,3,30
2025-05-13,1,0.156757,0,1,0.1579778830963665,0,1,1,2,5,0,0,0,0,0,4,30,4,30
2025-05-14,1,0.156791,0,1,0.1582278481012658,0,1,2,2,5,0,0,0,0,0,5,29,5,30
2025-05-15,1,0.157283,0,1,0.15873015873015872,0,1,3,3,5,0,0,0,0,0,6,28,6,30
2025-05-16,1,0.15865600000000002,0,1,0.15772870662460567,0,1,4,3,5,0,0,0,0,0,7,27,7,30
2025-05-17,0,0.15819,0,1,0.15873015873015872,0,1,5,3,5,0,1,1,0,0,8,26,8,30
2025-05-18,0,0.15819,1,0,0.15873015873015872,0,1,6,3,5,0,1,1,0,0,9,25,9,30
2025-05-19,1,0.15819,2,0,0.15873015873015872,0,1,0,3,5,0,0,0,0,0,10,24,10,30
2025-05-20,1,0.157826,0,1,0.15748031496062992,0,1,1,3,5,0,0,0,0,0,11,23,11,30
2025-05-21,1,0.157225,0,1,0.1579778830963665,0,1,2,3,5,0,0,0,0,0,12,22,12,30
2025-05-22,1,0.155892,0,1,0.15698587127158556,0,1,3,4,5,0,0,0,0,0,13,21,13,30
2025-05-23,1,0.156164,0,1,0.15698587127158556,0,1,4,4,5,0,0,0,0,0,14,20,14,30
2025-05-24,0,0.157199,0,1,0.1564945226917058,0,1,5,4,5,0,1,1,0,0,15,19,15,30
2025-05-25,0,0.157199,1,0,0.1564945226917058,0,1,6,4,5,0,1,1,0,0,16,18,16,30
2025-05-26,1,0.157199,2,0,0.1564945226917058,0,1,0,4,5,0,0,0,0,0,17,17,17,30
2025-05-27,1,0.155937,0,1,0.15600624024961,0,1,1,4,5,0,0,0,0,0,18,16,18,30
2025-05-28,1,0.155795,0,1,0.1564945226917058,0,1,2,4,5,0,0,0,0,0,19,15,19,30
2025-05-29,1,0.155427,0,1,0.15503875968992248,0,1,3,5,5,1,0,0,0,0,20,14,20,30
2025-05-30,1,0.153117,0,1,0.15479876160990713,0,1,4,5,5,1,0,0,0,0,21,13,21,30
2025-05-31,0,0.154375,0,1,0.15360983102918588,0,1,5,5,5,1,1,1,0,0,22,12,22,30
2025-06-01,0,0.154375,1,0,0.15360983102918588,0,1,6,1,6,0,1,1,0,0,23,11,23,30
2025-06-02,1,0.154375,2,0,0.15360983102918588,0,1,0,1,6,0,0,0,0,0,24,10,24,30
2025-06-03,1,0.154908,0,1,0.15479876160990713,0,1,1,1,6,0,0,0,0,0,25,9,25,30
2025-06-04,1,0.15420299999999998,0,1,0.15384615384615385,0,1,2,1,6,0,0,0,0,0,26,8,26,30
2025-06-05,1,0.153295,0,1,0.15313935681470137,0,1,3,1,6,0,0,0,0,0,27,7,27,30
2025-06-06,1,0.154645,0,1,0.15479876160990713,0,1,4,1,6,0,0,0,0,0,28,6,28,30
2025-06-07,0,0.15517799999999998,0,1,0.15479876160990713,0,1,5,1,6,0,1,1,0,0,29,5,29,29
2025-06-08,0,0.15517799999999998,1,0,0.15479876160990713,0,1,6,2,6,0,1,1,0,0,30,4,30,28
2025-06-09,1,0.15517799999999998,2,0,0.15479876160990713,0,1,0,2,6,0,0,0,0,0,30,3,30,27
2025-06-10,1,0.155147,0,1,0.15527950310559005,0,1,1,2,6,0,0,0,0,0,30,2,30,26
2025-06-11,1,0.154573,0,1,0.15432098765432098,0,1,2,2,6,0,0,0,0,0,30,1,30,25
2025-06-12,0,0.155389,0,1,0.15527950310559005,0,1,3,2,6,0,0,0,1,0,0,0,30,24
2025-06-13,1,0.155389,1,0,0.15600624024961,0,1,4,2,6,0,0,0,0,0,1,30,30,23
2025-06-14,0,0.155389,2,0,0.15527950310559005,0,1,5,2,6,0,1,1,0,0,2,30,30,22
2025-06-15,0,0.155389,3,0,0.15527950310559005,0,1,6,3,6,0,1,1,0,0,3,30,30,21
2025-06-16,1,0.155389,4,0,0.15527950310559005,0,1,0,3,6,0,0,0,0,0,4,30,30,20
2025-06-17,1,0.153357,0,1,0.15337423312883436,0,1,1,3,6,0,0,0,0,0,5,30,30,19
2025-06-18,1,0.153605,0,1,0.1519756838905775,0,1,2,3,6,0,0,0,0,0,6,30,30,18
2025-06-19,1,0.152126,0,1,0.15082956259426847,0,1,3,3,6,0,0,0,0,0,7,30,30,17
2025-06-20,1,0.151277,0,1,0.15082956259426847,0,1,4,3,6,0,0,0,0,0,8,30,30,16
2025-06-21,0,0.151095,0,1,0.15037593984962405,0,1,5,3,6,0,1,1,0,0,9,30,30,15
2025-06-22,0,0.151095,1,0,0.15037593984962405,0,1,6,4,6,0,1,1,0,0,10,30,30,14
2025-06-23,1,0.151095,2,0,0.15037593984962405,0,1,0,4,6,0,0,0,0,0,11,30,30,13
2025-06-24,1,0.150109,0,1,0.14947683109118085,0,1,1,4,6,0,0,0,0,0,12,30,30,12
2025-06-25,1,0.149752,0,1,0.1510574018126888,0,1,2,4,6,0,0,0,0,0,13,30,30,11
2025-06-26,1,0.150591,0,1,0.151285930408472,0,1,3,4,6,0,0,0,0,0,14,30,30,10
2025-06-27,1,0.150842,0,1,0.1510574018126888,0,1,4,4,6,0,0,0,0,0,15,30,30,9
2025-06-28,0,0.15138400000000002,0,1,0.15082956259426847,0,1,5,4,6,1,1,1,0,0,16,30,30,8
2025-06-29,0,0.15138400000000002,1,0,0.15082956259426847,0,1,6,5,6,1,1,1,0,0,17,30,30,7
2025-06-30,1,0.15138400000000002,2,0,0.15082956259426847,0,1,0,5,6,1,0,0,0,0,18,30,30,6
2025-07-01,1,0.15090299999999998,0,1,0.1510574018126888,0,1,1,1,7,0,0,0,0,0,19,30,30,5
2025-07-02,1,0.150909,0,1,0.1510574018126888,0,1,2,1,7,0,0,0,0,0,20,30,30,4
2025-07-03,1,0.151464,0,1,0.15151515151515152,0,1,3,1,7,0,0,0,0,0,21,30,30,3
2025-07-04,1,0.151982,0,1,0.151285930408472,0,1,4,1,7,0,0,0,0,0,22,30,30,2
2025-07-05,0,0.151732,0,1,0.15151515151515152,0,1,5,1,7,0,1,1,0,0,23,30,30,1
2025-07-06,0,0.151732,1,0,0.15151515151515152,0,1,6,1,7,0,1,1,0,1,24,30,0,0
2025-07-07,1,0.151732,2,0,0.15151515151515152,0,1,0,1,7,0,0,0,0,1,25,30,0,0
2025-07-08,1,0.151525,0,1,0.15151515151515152,0,1,1,2,7,0,0,0,0,0,26,30,1,30
2025-07-09,1,0.150465,0,1,0.15082956259426847,0,1,2,2,7,0,0,0,0,0,27,30,2,30
2025-07-10,1,0.150454,0,1,0.15060240963855423,0,1,3,2,7,0,0,0,0,0,28,30,3,30
2025-07-11,1,0.150111,0,1,0.15015015015015015,0,1,4,2,7,0,0,0,0,0,29,30,4,30
2025-07-12,0,0.150259,0,1,0.14970059880239522,0,1,5,2,7,0,1,1,0,0,30,30,5,30
2025-07-13,0,0.150259,1,0,0.14970059880239522,0,1,6,2,7,0,1,1,0,0,30,30,6,30
2025-07-14,1,0.150259,2,0,0.14970059880239522,0,1,0,2,7,0,0,0,0,0,30,30,7,30
2025-07-15,1,0.150447,0,1,0.14970059880239522,0,1,1,3,7,0,0,0,0,0,30,30,8,30
2025-07-16,1,0.148707,0,1,0.1488095238095238,0,1,2,3,7,0,0,0,0,0,30,30,9,30
2025-07-17,1,0.148247,0,1,0.1488095238095238,0,1,3,3,7,0,0,0,0,0,30,30,10,30
2025-07-18,1,0.148501,0,1,0.14771048744460857,0,1,4,3,7,0,0,0,0,0,30,30,11,30
2025-07-19,0,0.147,0,1,0.14749262536873156,0,1,5,3,7,0,1,1,0,0,30,30,12,30
2025-07-20,0,0.147,1,0,0.14749262536873156,0,1,6,3,7,0,1,1,0,0,30,30,13,30
2025-07-21,1,0.147,2,0,0.14749262536873156,0,1,0,3,7,0,0,0,0,0,30,30,14,30
2025-07-22,1,0.146788,0,1,0.14792899408284024,0,1,1,4,7,0,0,0,0,0,30,30,15,30
2025-07-23,1,0.147492,0,1,0.14727540500736377,0,1,2,4,7,0,0,0,0,0,30,30,16,30
2025-07-24,1,0.147469,0,1,0.14598540145985403,0,1,3,4,7,0,0,0,0,0,30,30,17,30
2025-07-25,1,0.14641,0,1,0.14641288433382138,0,1,4,4,7,0,0,0,0,0,30,30,18,30
2025-07-26,0,0.146795,0,1,0.14534883720930233,0,1,5,4,7,0,1,1,0,0,30,30,19,30
2025-07-27,0,0.146795,1,0,0.14534883720930233,0,1,6,4,7,0,1,1,0,0,30,30,20,30
2025-07-28,1,0.146795,2,0,0.14534883720930233,0,1,0,4,7,0,0,0,0,0,30,30,21,30
2025-07-29,1,0.14605,0,1,0.14749262536873156,0,1,1,5,7,1,0,0,0,0,30,30,22,30
2025-07-30,1,0.151851,0,1,0.15015015015015015,0,1,2,5,7,1,0,0,0,0,30,30,23,30
2025-07-31,1,0.150978,0,1,0.14925373134328357,0,1,3,5,7,1,0,0,0,0,30,30,24,30
2025-08-01,1,0.147003,0,1,0.14903129657228018,0,1,4,1,8,0,0,0,0,0,30,30,25,29
2025-08-02,0,0.148543,0,1,0.14749262536873156,0,1,5,1,8,0,1,1,0,0,30,30,26,28
2025-08-03,0,0.148543,1,0,0.14749262536873156,0,1,6,1,8,0,1,1,0,0,30,30,27,27
2025-08-04,1,0.148543,2,0,0.14749262536873156,0,1,0,1,8,0,0,0,0,0,30,30,28,26
2025-08-05,1,0.146664,0,1,0.14749262536873156,0,1,1,1,8,0,0,0,0,0,30,30,29,25
2025-08-06,1,0.147741,0,1,0.14903129657228018,0,1,2,1,8,0,0,0,0,0,30,30,30,24
2025-08-07,1,0.149185,0,1,0.14903129657228018,0,1,3,1,8,0,0,0,0,0,30,30,30,23
2025-08-08,1,0.14794600000000002,0,1,0.14792899408284024,0,1,4,2,8,0,0,0,0,0,30,30,30,22
2025-08-09,0,0.14791,0,1,0.14814814814814814,0,1,5,2,8,0,1,1,0,0,30,30,30,21
2025-08-10,0,0.14791,1,0,0.14814814814814814,0,1,6,2,8,0,1,1,0,0,30,30,30,20
2025-08-11,1,0.14791,2,0,0.14814814814814814,0,1,0,2,8,0,0,0,0,0,30,30,30,19
2025-08-12,1,0.147672,0,1,0.14771048744460857,0,1,1,2,8,0,0,0,0,0,30,30,30,18
2025-08-13,1,0.147185,0,1,0.14771048744460857,0,1,2,2,8,0,0,0,0,0,30,30,30,17
2025-08-14,1,0.146791,0,1,0.1485884101040119,0,1,3,2,8,0,0,0,0,0,30,30,30,16
2025-08-15,1,0.14827400000000002,0,1,0.14836795252225518,0,1,4,3,8,0,0,0,0,0,30,30,30,15
2025-08-16,0,0.148732,0,1,0.14792899408284024,0,1,5,3,8,0,1,1,0,0,30,30,30,14
2025-08-17,0,0.148732,1,0,0.14792899408284024,0,1,6,3,8,0,1,1,0,0,30,30,30,13
2025-08-18,1,0.148732,2,0,0.14792899408284024,0,1,0,3,8,0,0,0,0,0,30,30,30,12
2025-08-19,1,0.148697,0,1,0.1488095238095238,0,1,1,3,8,0,0,0,0,0,30,30,30,11
2025-08-20,1,0.14879,0,1,0.14903129657228018,0,1,2,3,8,0,0,0,0,0,30,30,30,10
2025-08-21,1,0.148736,0,1,0.14903129657228018,0,1,3,3,8,0,0,0,0,0,30,30,30,9
2025-08-22,1,0.149081,0,1,0.14903129657228018,0,1,4,4,8,0,0,0,0,0,30,30,30,8
2025-08-23,0,0.150162,0,1,0.15037593984962405,0,1,5,4,8,0,1,1,0,0,30,30,30,7
2025-08-24,0,0.150162,1,0,0.15037593984962405,0,1,6,4,8,0,1,1,0,0,30,30,30,6
2025-08-25,1,0.150162,2,0,0.15037593984962405,0,1,0,4,8,0,0,0,0,0,30,30,30,5
2025-08-26,1,0.15015499999999998,0,1,0.15060240963855423,0,1,1,4,8,0,0,0,0,0,30,30,30,4
2025-08-27,1,0.15023899999999998,0,1,0.15060240963855423,0,1,2,4,8,0,0,0,0,0,30,30,30,3
2025-08-28,1,0.150677,0,1,0.14947683109118085,0,1,3,4,8,0,0,0,0,0,30,30,30,2
2025-08-29,1,0.149344,0,1,0.14925373134328357,0,1,4,5,8,1,0,0,0,0,30,30,30,1
2025-08-30,0,0.14938200000000001,0,1,0.14925373134328357,0,1,5,5,8,1,1,1,0,1,30,30,0,0
2025-08-31,0,0.14938200000000001,1,0,0.14925373134328357,0,1,6,5,8,1,1,1,0,0,30,30,1,1
2025-09-01,1,0.14938200000000001,2,0,0.14925373134328357,0,1,0,1,9,0,0,0,0,1,30,30,0,0
2025-09-02,1,0.149341,0,1,0.14925373134328357,0,1,1,1,9,0,0,0,0,0,30,30,1,30
2025-09-03,1,0.149654,0,1,0.14925373134328357,0,1,2,1,9,0,0,0,0,0,30,30,2,30
2025-09-04,1,0.149845,0,1,0.14970059880239522,0,1,3,1,9,0,0,0,0,0,30,30,3,30
2025-09-05,1,0.150501,0,1,0.15037593984962405,0,1,4,1,9,0,0,0,0,0,30,30,4,30
2025-09-06,0,0.151015,0,1,0.15151515151515152,0,1,5,1,9,0,1,1,0,0,30,30,5,30
2025-09-07,0,0.151015,1,0,0.15151515151515152,0,1,6,1,9,0,1,1,0,0,30,30,6,30
2025-09-08,1,0.151015,2,0,0.15151515151515152,0,1,0,2,9,0,0,0,0,0,30,30,7,30
2025-09-09,1,0.153073,0,1,0.15337423312883436,0,1,1,2,9,0,0,0,0,0,30,30,8,30
2025-09-10,1,0.155556,0,1,0.15503875968992248,0,1,2,2,9,0,0,0,0,0,30,30,9,30
2025-09-11,1,0.158211,0,1,0.15772870662460567,0,1,3,2,9,0,0,0,0,0,30,30,10,30
2025-09-12,1,0.159169,0,1,0.15772870662460567,0,1,4,2,9,0,0,0,0,0,30,30,11,30
2025-09-13,0,0.156581,0,1,0.15552099533437014,0,1,5,2,9,0,1,1,0,0,30,30,12,30
2025-09-14,0,0.156581,1,0,0.15552099533437014,0,1,6,2,9,0,1,1,0,0,30,30,13,30
2025-09-15,1,0.156581,2,0,0.15552099533437014,0,1,0,3,9,0,0,0,0,0,30,30,14,30
2025-09-16,1,0.153598,0,1,0.15337423312883436,0,1,1,3,9,0,0,0,0,0,30,30,15,30
2025-09-17,1,0.153065,0,1,0.15337423312883436,0,1,2,3,9,0,0,0,0,0,30,30,16,30
2025-09-18,1,0.153832,0,1,0.15337423312883436,0,1,3,3,9,0,0,0,0,0,30,30,17,30
2025-09-19,1,0.15373599999999998,0,1,0.15313935681470137,0,1,4,3,9,0,0,0,0,0,30,30,18,30
2025-09-20,0,0.154414,0,1,0.15408320493066255,0,1,5,3,9,0,1,1,0,0,30,30,19,30
2025-09-21,0,0.154414,1,0,0.15408320493066255,0,1,6,3,9,0,1,1,0,0,30,30,20,30
2025-09-22,1,0.154414,2,0,0.15408320493066255,0,1,0,4,9,0,0,0,0,0,30,30,21,30
2025-09-23,1,0.155248,0,1,0.15360983102918588,0,1,1,4,9,0,0,0,0,0,30,30,22,30
2025-09-24,1,0.153594,0,1,0.15337423312883436,0,1,2,4,9,0,0,0,0,0,30,30,23,30
2025-09-25,1,0.15411,0,1,0.15408320493066255,0,1,3,4,9,0,0,0,0,0,30,30,24,30
2025-09-26,1,0.154029,0,1,0.15432098765432098,0,1,4,4,9,0,0,0,0,0,30,30,25,29
2025-09-27,0,0.15435600000000002,0,1,0.15337423312883436,0,1,5,4,9,0,1,1,0,0,30,30,26,28
2025-09-28,0,0.15435600000000002,1,0,0.15337423312883436,0,1,6,4,9,1,1,1,0,0,30,30,27,27
2025-09-29,1,0.15435600000000002,2,0,0.15337423312883436,0,1,0,5,9,1,0,0,0,0,30,30,28,26
2025-09-30,1,0.152257,0,1,0.15082956259426847,0,1,1,5,9,1,0,0,0,0,30,30,29,25
2025-10-01,1,0.150528,0,1,0.15015015015015015,0,1,2,1,10,0,0,0,0,0,30,30,30,24
2025-10-02,1,0.148429,0,1,0.14903129657228018,0,1,3,1,10,0,0,0,0,0,30,30,30,23
2025-10-03,1,0.147516,0,1,0.14925373134328357,0,1,4,1,10,0,0,0,0,0,30,30,30,22
2025-10-04,0,0.149731,0,1,0.14970059880239522,0,1,5,1,10,0,1,1,0,0,30,30,30,21
2025-10-05,0,0.149731,1,0,0.14970059880239522,0,1,6,1,10,0,1,1,0,0,30,30,30,20
2025-10-06,1,0.149731,2,0,0.14970059880239522,0,1,0,1,10,0,0,0,0,0,30,29,30,19
2025-10-07,1,0.151579,0,1,0.15220700152207,0,1,1,1,10,0,0,0,0,0,30,28,30,18
2025-10-08,1,0.15015499999999998,0,1,0.151285930408472,0,1,2,2,10,0,0,0,0,0,30,27,30,17
2025-10-09,1,0.15056,0,1,0.151285930408472,0,1,3,2,10,0,0,0,0,0,30,26,30,16
2025-10-10,1,0.150743,0,1,0.15060240963855423,0,1,4,2,10,0,0,0,0,0,30,25,30,15
2025-10-11,0,0.149924,0,1,0.15082956259426847,0,1,5,2,10,0,1,1,0,0,30,24,30,14
2025-10-12,0,0.149924,1,0,0.15082956259426847,0,1,6,2,10,0,1,1,0,0,30,23,30,13
2025-10-13,1,0.149924,2,0,0.15082956259426847,0,1,0,2,10,0,0,0,0,0,30,22,30,12
2025-10-14,1,0.14999200000000001,0,1,0.15037593984962405,0,1,1,2,10,0,0,0,0,0,30,21,30,11
2025-10-15,1,0.148686,0,1,0.14903129657228018,0,1,2,3,10,0,0,0,0,0,30,20,30,10
2025-10-16,1,0.146369,0,1,0.14619883040935672,0,1,3,3,10,0,0,0,0,0,30,19,30,9
2025-10-17,1,0.146571,0,1,0.14727540500736377,0,1,4,3,10,0,0,0,0,0,30,18,30,8
2025-10-18,0,0.150572,0,1,0.15151515151515152,0,1,5,3,10,0,1,1,0,0,30,17,30,7
2025-10-19,0,0.150572,1,0,0.15151515151515152,0,1,6,3,10,0,1,1,0,0,30,16,30,6
2025-10-20,1,0.150572,2,0,0.15151515151515152,0,1,0,3,10,0,0,0,0,0,30,15,30,5
2025-10-21,1,0.151697,0,1,0.15037593984962405,0,1,1,3,10,0,0,0,0,0,30,14,30,4
2025-10-22,1,0.15117,0,1,0.1510574018126888,0,1,2,4,10,0,0,0,0,0,30,13,30,3
2025-10-23,1,0.151617,0,1,0.15174506828528073,0,1,3,4,10,0,0,0,0,0,30,12,30,2
2025-10-24,1,0.150909,0,1,0.151285930408472,0,1,4,4,10,0,0,0,0,0,30,11,30,1
2025-10-25,0,0.150474,0,1,0.15060240963855423,0,1,5,4,10,0,1,1,0,1,30,10,0,0
2025-10-26,0,0.150474,1,0,0.15060240963855423,0,1,6,4,10,0,1,1,0,0,30,9,1,1
2025-10-27,1,0.150474,2,0,0.15060240963855423,0,1,0,4,10,0,0,0,0,1,30,8,0,0
2025-10-28,1,0.146776,0,1,0.15060240963855423,0,1,1,4,10,0,0,0,0,0,30,7,1,30
2025-10-29,1,0.148324,0,1,0.14947683109118085,0,1,2,5,10,1,0,0,0,0,30,6,2,30
2025-10-30,1,0.148315,0,1,0.15060240963855423,0,1,3,5,10,1,0,0,0,0,30,5,3,30
2025-10-31,1,0.151851,0,1,0.1519756838905775,0,1,4,5,10,1,0,0,0,0,30,4,4,30
2025-11-01,1,0.152764,0,1,0.1524390243902439,0,1,5,1,11,0,1,1,0,0,30,3,5,30
2025-11-02,0,0.15248,0,1,0.1524390243902439,0,1,6,1,11,0,1,1,0,0,30,2,6,30
2025-11-03,1,0.15248,1,0,0.1524390243902439,0,1,0,1,11,0,0,0,0,0,30,1,7,30
2025-11-04,0,0.15248,2,0,0.15267175572519084,0,1,1,1,11,0,0,0,1,0,0,0,8,30
2025-11-05,1,0.15248,3,0,0.1545595054095827,0,1,2,1,11,0,0,0,0,0,1,30,9,30
2025-11-06,1,0.155388,0,1,0.15503875968992248,0,1,3,1,11,0,0,0,0,0,2,30,10,30
2025-11-07,1,0.155021,0,1,0.15360983102918588,0,1,4,1,11,0,0,0,0,0,3,30,11,30
2025-11-08,0,0.15419,0,1,0.15384615384615385,0,1,5,2,11,0,1,1,0,0,4,30,12,30
2025-11-09,0,0.15419,1,0,0.15384615384615385,0,1,6,2,11,0,1,1,0,0,5,30,13,30
2025-11-10,1,0.15419,2,0,0.15384615384615385,0,1,0,2,11,0,0,0,0,0,6,30,14,30
2025-11-11,1,0.15401199999999998,0,1,0.15503875968992248,0,1,1,2,11,0,0,0,0,0,7,30,15,30
2025-11-12,1,0.155384,0,1,0.1545595054095827,0,1,2,2,11,0,0,0,0,0,8,30,16,30
2025-11-13,1,0.154746,0,1,0.15432098765432098,0,1,3,2,11,0,0,0,0,0,9,30,17,30
2025-11-14,1,0.153628,0,1,0.15337423312883436,0,1,4,2,11,0,0,0,0,0,10,30,18,30
2025-11-15,0,0.154729,0,1,0.1545595054095827,0,1,5,3,11,0,1,1,0,0,11,30,19,30
2025-11-16,0,0.154729,1,0,0.1545595054095827,0,1,6,3,11,0,1,1,0,0,12,30,20,30
2025-11-17,1,0.154729,2,0,0.1545595054095827,0,1,0,3,11,0,0,0,0,0,13,30,21,29
2025-11-18,1,0.155365,0,1,0.15479876160990713,0,1,1,3,11,0,0,0,0,0,14,30,22,28
2025-11-19,1,0.154643,0,1,0.1557632398753894,0,1,2,3,11,0,0,0,0,0,15,30,23,27
2025-11-20,1,0.155361,0,1,0.15600624024961,0,1,3,3,11,0,0,0,0,0,16,30,24,26
2025-11-21,1,0.15542999999999998,0,1,0.15552099533437014,0,1,4,3,11,0,0,0,0,0,17,30,25,25
2025-11-22,0,0.152501,0,1,0.1524390243902439,0,1,5,4,11,0,1,1,0,0,18,30,26,24
2025-11-23,0,0.152501,1,0,0.1524390243902439,0,1,6,4,11,0,1,1,0,0,19,30,27,23
2025-11-24,1,0.152501,2,0,0.1524390243902439,0,1,0,4,11,0,0,0,0,0,20,30,28,22
2025-11-25,1,0.15216200000000002,0,1,0.15151515151515152,0,1,1,4,11,0,0,0,0,0,21,30,29,21
2025-11-26,1,0.151855,0,1,0.15267175572519084,0,1,2,4,11,0,0,0,0,0,22,30,30,20
2025-11-27,1,0.151609,0,1,0.1519756838905775,0,1,3,4,11,0,0,0,0,0,23,30,30,19
2025-11-28,1,0.150864,0,1,0.1519756838905775,0,1,4,4,11,1,0,0,0,0,24,30,30,18
2025-11-29,0,0.15135300000000002,0,1,0.15313935681470137,0,1,5,5,11,1,1,1,0,0,25,30,30,17
2025-11-30,0,0.15135300000000002,1,0,0.15313935681470137,0,1,6,5,11,1,1,1,0,0,26,30,30,16
2025-12-01,1,0.15135300000000002,2,0,0.15313935681470137,0,1,0,1,12,0,0,0,0,0,27,30,30,15
2025-12-02,1,0.15160600000000002,0,1,0.15174506828528073,0,1,1,1,12,0,0,0,0,0,28,30,30,14
2025-12-03,1,0.150868,0,1,0.1529051987767584,0,1,2,1,12,0,0,0,0,0,29,29,30,13
2025-12-04,1,0.153396,0,1,0.15432098765432098,0,1,3,1,12,0,0,0,0,0,30,28,30,12
2025-12-05,1,0.152753,0,1,0.1545595054095827,0,1,4,1,12,0,0,0,0,0,30,27,30,11
2025-12-06,0,0.152294,0,1,0.15220700152207,0,1,5,1,12,0,1,1,0,0,30,26,30,10
2025-12-07,0,0.152294,1,0,0.15220700152207,0,1,6,1,12,0,1,1,0,0,30,25,30,9
2025-12-08,1,0.152294,2,0,0.15220700152207,0,1,0,2,12,0,0,0,0,0,30,24,30,8
2025-12-09,1,0.153171,0,1,0.15082956259426847,0,1,1,2,12,0,0,0,0,0,30,23,30,7
2025-12-10,1,0.151108,0,1,0.14903129657228018,0,1,2,2,12,0,0,0,0,0,30,22,30,6
2025-12-11,1,0.151338,0,1,0.14970059880239522,0,1,3,2,12,0,0,0,0,0,30,21,30,5
2025-12-12,1,0.15305,0,1,0.15220700152207,0,1,4,2,12,0,0,0,0,0,30,20,30,4
2025-12-13,0,0.15332,0,1,0.1529051987767584,0,1,5,2,12,0,1,1,0,0,30,19,30,3
2025-12-14,0,0.15332,1,0,0.1529051987767584,0,1,6,2,12,0,1,1,0,0,30,18,30,2
2025-12-15,1,0.15332,2,0,0.1529051987767584,0,1,0,3,12,0,0,0,0,0,30,17,30,1
2025-12-16,1,0.152091,0,1,0.1529051987767584,0,1,1,3,12,0,0,0,0,1,30,16,0,0
2025-12-17,1,0.152865,0,1,0.1529051987767584,0,1,2,3,12,0,0,0,0,0,30,15,1,15
2025-12-18,1,0.154694,0,1,0.15625,0,1,3,3,12,0,0,0,0,0,30,14,2,14
2025-12-19,1,0.155607,0,1,0.1557632398753894,0,1,4,3,12,0,0,0,0,0,30,13,3,13
2025-12-20,0,0.15718400000000002,0,1,0.15527950310559005,0,1,5,3,12,0,1,1,0,0,30,12,4,12
2025-12-21,0,0.15718400000000002,1,0,0.15527950310559005,0,1,6,3,12,0,1,1,0,0,30,11,5,11
2025-12-22,1,0.15718400000000002,2,0,0.15527950310559005,0,1,0,4,12,0,0,0,0,0,30,10,6,10
2025-12-23,1,0.153218,0,1,0.15384615384615385,0,1,1,4,12,0,0,0,0,0,30,9,7,9
2025-12-24,1,0.152586,0,1,0.15360983102918588,0,1,2,4,12,0,0,0,0,0,30,8,8,8
